user_id,movie_title,rating
user_539,Death Note Relight 1: Visions of a God,7.5
user_600,Inside Out,9.4
user_136,Sanjuro,5.8
user_844,The Gold Rush,8.2
user_902,Knockin' on Heaven's Door,10.0
user_244,Spies in Disguise,9.2
user_732,The Witch: Part 1. The Subversion,6.0
user_777,Regular Show: The Movie,7.9
user_194,You've Got This,8.2
user_882,Prayers for Bobby,5.3
user_146,Rosemary's Baby,9.8
user_502,"Veinteañera, Divorciada y Fantástica",8.2
user_411,Trollhunters: Rise of the Titans,8.9
user_955,Twin Peaks,9.9
user_179,Nimona,10.0
user_452,A Man Called Otto,9.0
user_772,Eddie Murphy: Delirious,8.1
user_110,Castle in the Sky,8.5
user_516,Psycho,8.6
user_979,The Greatest Beer Run Ever,7.4
user_62,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,8.7
user_777,The Witch: Part 1. The Subversion,8.6
user_577,The Searchers,8.4
user_236,Eddie Murphy: Delirious,5.5
user_186,The Silence of the Lambs,7.8
user_675,Nimona,7.7
user_752,Gifted Hands: The Ben Carson Story,7.2
user_989,Scooby-Doo on Zombie Island,8.7
user_582,Nightcrawler,8.6
user_288,My Father's Violin,6.8
user_355,Big Hero 6,6.6
user_107,World of Tomorrow,7.9
user_966,Memories of Murder,10.0
user_635,Given,8.3
user_900,Interstellar,7.1
user_655,The Departed,8.4
user_270,Onibaba,7.7
user_452,Taylor Swift: Reputation Stadium Tour,8.8
user_632,Baraka,7.6
user_206,BLACKPINK: Light Up the Sky,9.9
user_23,M,9.8
user_331,The Great War,4.7
user_918,World of Tomorrow,8.8
user_367,Rio Bravo,9.4
user_992,The Lord of the Rings: The Two Towers,8.7
user_77,Klaus,7.3
user_943,Freaks,8.1
user_128,How to Train Your Dragon 2,7.0
user_639,Metropolis,8.1
user_476,Pan's Labyrinth,7.2
user_876,Onward,7.4
user_713,Marcel the Shell with Shoes On,5.7
user_905,My Way,10.0
user_523,Miraculous World: Shanghai – The Legend of Ladydragon,10.0
user_278,Porco Rosso,10.0
user_23,La Jetée,5.1
user_101,A Bag of Marbles,6.9
user_96,Miss Americana,10.0
user_456,The Imitation Game,7.4
user_735,Wolfwalkers,6.6
user_783,Sniper: The White Raven,8.7
user_373,The Invisible Guest,5.7
user_415,Sunrise: A Song of Two Humans,9.5
user_43,Onward,6.2
user_375,Ernest & Celestine,6.2
user_549,Kagemusha,7.3
user_341,My Friends Act II,6.6
user_464,Shutter Island,6.4
user_470,Koyaanisqatsi,7.8
user_686,In the Heat of the Night,6.5
user_718,Evangelion: 1.0 You Are (Not) Alone,9.4
user_587,High Noon,10.0
user_935,The Invisible Guest,6.0
user_779,John Wick: Chapter 4,8.8
user_358,Back to the Future Part II,6.1
user_984,Fabricated City,8.1
user_392,The Cove,9.2
user_928,Platoon,5.6
user_188,Pink Floyd: The Wall,8.4
user_912,Mirror,10.0
user_447,Puss in Boots: The Last Wish,6.4
user_401,Tomorrow,6.8
user_357,Baraka,8.8
user_961,Knockin' on Heaven's Door,7.4
user_981,Strangers on a Train,8.1
user_989,Temple Grandin,7.7
user_316,The Exorcist,8.6
user_3,Iron Man,9.9
user_393,Ben-Hur,8.2
user_969,Polisse,10.0
user_454,Day for Night,8.3
user_959,Dogville,8.7
user_298,Rascal Does Not Dream of a Dreaming Girl,6.1
user_804,Togo,8.3
user_350,Faces Places,9.8
user_296,Léon: The Professional,10.0
user_559,Chungking Express,7.6
user_50,Paper Moon,8.3
user_478,A Beautiful Mind,10.0
user_789,Sherlock Jr.,10.0
user_385,Along with the Gods: The Two Worlds,6.7
user_812,Regular Show: The Movie,10.0
user_442,Touch of Evil,6.7
user_224,Ordet,7.1
user_420,Jujutsu Kaisen 0,8.9
user_199,Mr. Nobody,5.2
user_906,Django Unchained,7.6
user_117,The Kid,6.6
user_361,Dune,9.9
user_495,Captain Fantastic,6.7
user_234,The Specials,5.3
user_416,Ivan's Childhood,7.8
user_614,Boys,4.9
user_562,Scenes from a Marriage,7.6
user_389,Forgotten,6.7
user_417,Memoirs of a Geisha,6.4
user_351,Harry Potter and the Deathly Hallows: Part 2,6.2
user_160,The Great Escape,9.2
user_400,The Godfather,9.1
user_788,Miss Americana,7.2
user_33,The Exterminating Angel,7.7
user_348,Kagemusha,10.0
user_251,Snatch,6.9
user_309,Princess Mononoke,7.4
user_355,The Secret World of Arrietty,8.8
user_350,Bring the Soul: The Movie,7.9
user_934,One Direction: This Is Us,5.7
user_195,Simone: Woman of the Century,7.2
user_10,I Saw the Devil,6.9
user_711,Prayers for Bobby,10.0
user_834,Fail Safe,9.2
user_156,Bad Genius,8.2
user_134,Fail Safe,6.5
user_288,Ran,9.6
user_723,Ernest & Celestine,9.2
user_926,Trollhunters: Rise of the Titans,9.2
user_802,The Invisible Guest,6.2
user_623,It's Such a Beautiful Day,9.5
user_51,Descendants 3,6.2
user_180,Army of Shadows,9.1
user_965,The Searchers,7.4
user_83,Shrek,8.6
user_299,Death Note Relight 1: Visions of a God,8.7
user_841,How to Train Your Dragon 2,10.0
user_148,Me Against You: Mr. S's Vendetta,9.2
user_453,Barry Lyndon,7.8
user_126,Luca,9.7
user_519,Limelight,6.8
user_999,The Girl Who Leapt Through Time,8.6
user_962,Twin Peaks,8.1
user_70,Nosferatu,7.9
user_579,To Be or Not to Be,8.1
user_870,Trollhunters: Rise of the Titans,5.0
user_410,Guardians of the Galaxy Vol. 3,5.6
user_420,Rio Bravo,9.9
user_70,Emancipation,7.4
user_263,Onibaba,6.4
user_996,They Shall Not Grow Old,8.3
user_418,The Warriors,5.7
user_658,Kagemusha,8.7
user_984,The Shadow in My Eye,8.4
user_25,Tae Guk Gi: The Brotherhood of War,8.3
user_933,Big Hero 6,8.8
user_994,Bacurau,10.0
user_331,The Avengers,9.9
user_881,Searching for Sugar Man,6.0
user_368,Rain Man,7.3
user_397,White Collar Blues,8.6
user_419,Casablanca,8.3
user_514,Redeeming Love,9.3
user_887,The Internet's Own Boy: The Story of Aaron Swartz,7.1
user_983,Sniper: The White Raven,7.0
user_488,Nobody,9.6
user_474,Blade Runner,10.0
user_388,The Treasure of the Sierra Madre,7.5
user_964,Prey,9.2
user_267,The Best of Youth,7.6
user_317,Klaus,6.3
user_114,The Killing,6.6
user_413,"Batman: The Dark Knight Returns, Part 2",9.4
user_997,The Phantom Carriage,10.0
user_439,Room,6.6
user_131,The Young Girls of Rochefort,9.8
user_580,La La Land,9.5
user_893,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,5.9
user_211,"Spring, Summer, Fall, Winter... and Spring",8.4
user_451,Knives Out,9.7
user_412,They Shall Not Grow Old,9.3
user_999,Amadeus,6.1
user_960,Crooks in Clover,6.5
user_844,1917,8.7
user_291,Gran Turismo,8.9
user_177,Puss in Boots: The Last Wish,6.7
user_531,Wish Dragon,6.5
user_683,One Piece: Stampede,7.4
user_322,Godzilla vs. Kong,7.6
user_860,The Trial of the Chicago 7,8.2
user_493,Downfall,8.4
user_253,Raiders of the Lost Ark,7.8
user_133,Man with a Movie Camera,10.0
user_164,The Last Laugh,7.0
user_857,Teen Wolf: The Movie,8.0
user_650,The Shining,7.4
user_905,Incendies,7.5
user_857,Deep Red,7.4
user_503,Wolfwalkers,6.4
user_818,Toy Story 3,8.0
user_223,All the President's Men,6.5
user_645,L'Eclisse,7.1
user_956,Emancipation,8.0
user_212,The Hunt,10.0
user_258,Jojo Rabbit,10.0
user_397,Once Upon a Time in the West,6.0
user_160,Dances with Wolves,7.3
user_328,The Deer Hunter,9.7
user_171,3 Idiots,9.3
user_37,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,7.3
user_24,Freaks,7.9
user_166,Das Boot,8.3
user_682,Charade,7.3
user_285,The Cameraman,8.0
user_688,The Spirit of the Beehive,9.0
user_954,Michael Jackson's Thriller,5.3
user_610,The Man Who Shot Liberty Valance,9.6
user_363,"Love, Simon",5.8
user_936,Tetris,6.8
user_688,My Hero Academia: Heroes Rising,10.0
user_131,The Summit of the Gods,6.4
user_390,A Frozen Rooster,8.2
user_246,A Whisker Away,7.6
user_769,CODA,8.3
user_526,Sherlock: The Abominable Bride,8.3
user_970,The Invisible Guest,10.0
user_986,Homecoming: A Film by Beyoncé,7.7
user_145,Shutter Island,8.8
user_965,Mortal Kombat Legends: Scorpion's Revenge,9.4
user_275,Rope,8.1
user_108,Dersu Uzala,9.5
user_462,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,7.9
user_6,Doctor Who: The Time of the Doctor,6.8
user_220,I Saw the Devil,7.9
user_591,Bohemian Rhapsody,7.0
user_370,Alien,8.8
user_78,Regular Show: The Movie,8.3
user_489,Five Feet Apart,7.7
user_946,"Rome, Open City",10.0
user_886,Primal: Tales of Savagery,6.5
user_214,One Direction: This Is Us,5.6
user_332,Captain America: The Winter Soldier,7.7
user_455,Godzilla vs. Kong,6.6
user_777,Heat,9.9
user_243,Alien,7.3
user_394,Throne of Blood,8.5
user_917,Finch,10.0
user_300,The Man from Nowhere,6.3
user_258,The Shadow in My Eye,9.6
user_21,Puss in Boots: The Last Wish,8.2
user_452,Guardians of the Galaxy Vol. 3,9.3
user_57,Lisbela and the Prisoner,10.0
user_945,Searching for Sugar Man,10.0
user_426,Rich in Love,8.9
user_796,All My Life,6.4
user_814,Icarus,6.9
user_915,The Cameraman,7.7
user_982,Ivan Vasilyevich Changes His Profession,8.8
user_699,The Invisible Guest,10.0
user_53,Miraculous World: Shanghai – The Legend of Ladydragon,8.4
user_494,Gone Girl,6.3
user_61,The Lord of the Rings: The Two Towers,8.1
user_984,"The Gangster, the Cop, the Devil",7.6
user_835,The Shining,8.3
user_917,Dances with Wolves,8.6
user_461,Dogville,6.3
user_550,Bajrangi Bhaijaan,6.5
user_951,The Sound of Music,9.1
user_678,Barry Lyndon,7.5
user_853,The Tale of The Princess Kaguya,8.9
user_360,Evangelion: 2.0 You Can (Not) Advance,9.9
user_740,Dogville,7.0
user_311,Nosferatu,7.8
user_819,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,10.0
user_547,Nobody,4.9
user_709,The Big Heat,10.0
user_199,King Richard,8.6
user_601,Coraline,8.9
user_44,See You Up There,7.7
user_10,Primal: Tales of Savagery,8.5
user_910,Trollhunters: Rise of the Titans,6.3
user_466,Taylor Swift: Reputation Stadium Tour,7.7
user_135,Children of Paradise,10.0
user_394,Deep Red,8.1
user_796,Limelight,7.1
user_266,Spider-Man: Into the Spider-Verse,6.6
user_730,Night and Fog,7.1
user_252,Django Unchained,8.3
user_716,Harry Potter and the Deathly Hallows: Part 2,7.3
user_236,The Warriors,7.1
user_587,Sing Street,7.6
user_736,"Black Cat, White Cat",10.0
user_19,Interstellar,8.5
user_309,Prey,8.2
user_174,All the President's Men,9.2
user_100,Ernest & Celestine,9.3
user_676,Se7en,5.7
user_379,The Wolf of Wall Street,7.2
user_277,Wolf Children,7.6
user_336,The Invisible Guest,8.9
user_275,The Thing,7.5
user_627,Mother,8.7
user_509,A Fistful of Dollars,7.2
user_755,Dilwale Dulhania Le Jayenge,10.0
user_508,Laurence Anyways,6.4
user_52,We Bare Bears: The Movie,6.5
user_934,Mississippi Burning,5.1
user_82,Drishyam,8.0
user_997,Flee,7.8
user_448,Sleuth,7.3
user_7,Billie Eilish: The World's a Little Blurry,7.9
user_941,"Miraculous World: New York, United HeroeZ",7.7
user_343,"Black Cat, White Cat",8.8
user_461,Loving Vincent,9.7
user_61,A Fistful of Dollars,9.0
user_398,The Color Purple,8.1
user_985,The Dark Knight,7.1
user_371,Touch of Evil,7.8
user_640,Freaks,7.8
user_142,Kwaidan,5.7
user_653,Spies in Disguise,8.5
user_527,"Rome, Open City",7.5
user_357,Scooby-Doo! Camp Scare,6.7
user_767,Taylor Swift: Reputation Stadium Tour,7.4
user_97,Howl's Moving Castle,6.6
user_422,Primal Fear,8.3
user_238,Paper Moon,5.6
user_418,Dune,6.0
user_930,Doctor Who: The Time of the Doctor,5.3
user_548,Spider-Man: No Way Home,8.9
user_669,The Bridge on the River Kwai,4.7
user_463,Carlito's Way,8.1
user_249,Mystic River,7.6
user_388,The Summit of the Gods,9.3
user_706,Beauty and the Beast,8.7
user_53,Onward,10.0
user_507,The Best Offer,7.6
user_269,Moonrise Kingdom,9.7
user_657,Shutter Island,6.3
user_907,About Time,9.5
user_492,Train to Busan,8.6
user_773,Hearts of Darkness: A Filmmaker's Apocalypse,10.0
user_778,Once Upon a Time in the West,7.9
user_665,CODA,9.5
user_951,Drishyam,8.9
user_119,1900,10.0
user_520,The Quintessential Quintuplets Movie,8.9
user_142,Double Indemnity,6.6
user_64,Persian Lessons,8.6
user_274,Teen Wolf: The Movie,8.1
user_677,One Cut of the Dead,7.7
user_776,The Boy and the Beast,9.1
user_784,Teen Titans Go! vs. Teen Titans,6.4
user_340,The Girl Who Leapt Through Time,4.8
user_391,Solaris,6.8
user_125,The Internet's Own Boy: The Story of Aaron Swartz,7.8
user_948,Infernal Affairs,9.3
user_862,The Hateful Eight,6.3
user_794,The Thing,7.4
user_877,Psycho,7.0
user_826,Klaus,7.9
user_957,The Dark Knight Rises,8.2
user_208,Life Is Beautiful,8.2
user_345,Vertigo,8.0
user_108,Polisse,10.0
user_59,Mulholland Dr.,6.3
user_953,Homecoming: A Film by Beyoncé,7.6
user_754,The Lord of the Rings: The Return of the King,8.6
user_826,Bacurau,9.6
user_579,Along with the Gods: The Last 49 Days,9.5
user_330,Infernal Affairs,8.5
user_867,Inglourious Basterds,5.1
user_545,Mulan,5.6
user_308,A Whisker Away,9.8
user_631,The Chorus,6.4
user_773,Teen Titans: Trouble in Tokyo,9.6
user_976,Hacksaw Ridge,6.6
user_815,Dangal,8.8
user_315,Mother,5.9
user_901,"Toto, Peppino, and the Hussy",5.5
user_636,For Love and Gold,6.3
user_854,The Martian,7.4
user_960,Teen Titans: Trouble in Tokyo,5.8
user_246,Metropolis,8.7
user_419,Hamilton,7.1
user_517,BTS World Tour: Love Yourself in Seoul,8.3
user_274,In This Corner of the World,9.2
user_526,The Black Phone,7.3
user_703,The Legend of 1900,6.7
user_972,Before Sunset,10.0
user_968,Harry Potter and the Prisoner of Azkaban,9.3
user_288,Evangelion: 3.0+1.0 Thrice Upon a Time,7.7
user_288,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,7.9
user_996,Perfect Strangers,8.5
user_99,King Richard,5.9
user_163,Fantastic Mr. Fox,5.4
user_944,Eddie Murphy: Delirious,6.6
user_505,Paris Is Burning,10.0
user_923,The Tenant,7.1
user_248,The Outlaws,8.2
user_420,Puss in Boots: The Last Wish,7.7
user_998,Mother,7.1
user_831,Minha Vida em Marte,7.5
user_389,Castaway on the Moon,7.8
user_864,Finding Nemo,10.0
user_810,Three Colors: Red,8.1
user_610,Togo,7.2
user_413,Dogville,9.7
user_668,The Warriors,6.7
user_834,Monty Python and the Holy Grail,5.0
user_844,Sherlock: The Abominable Bride,9.5
user_969,Portrait of a Lady on Fire,6.1
user_130,WALL·E,10.0
user_551,Girl in the Basement,8.5
user_385,Justice League Dark: Apokolips War,7.4
user_199,Bacurau,6.5
user_921,The Young Girls of Rochefort,9.8
user_623,L.A. Confidential,8.2
user_304,Paper Moon,7.5
user_420,The Phantom Carriage,7.9
user_237,For a Few Dollars More,7.6
user_186,"Batman: The Dark Knight Returns, Part 2",9.2
user_445,High Noon,8.2
user_810,"Batman: The Dark Knight Returns, Part 1",10.0
user_402,"Miraculous World: New York, United HeroeZ",7.7
user_730,Descendants 3,10.0
user_375,The Great War,8.2
user_347,Scarface,7.3
user_375,Fallen Angels,8.5
user_799,Senna,7.4
user_768,Mother,7.2
user_834,Death Note Relight 1: Visions of a God,5.8
user_864,1900,8.9
user_918,Two Is a Family,9.9
user_797,Faces Places,6.8
user_372,Amarcord,9.1
user_500,Wrath of Man,10.0
user_812,Luck,7.0
user_904,Eddie Murphy: Delirious,10.0
user_990,Mickey's Christmas Carol,8.2
user_887,Harry Potter and the Half-Blood Prince,9.7
user_276,We Bare Bears: The Movie,7.1
user_549,Chinatown,6.7
user_690,Prayers for Bobby,6.2
user_116,What's Eating Gilbert Grape,6.3
user_702,High Noon,7.6
user_347,Teen Wolf: The Movie,4.7
user_727,The Treasure of the Sierra Madre,6.3
user_524,Drishyam,5.8
user_875,Everything Everywhere All at Once,8.9
user_582,Miraculous World: Shanghai – The Legend of Ladydragon,6.7
user_549,Belle,6.2
user_947,Berserk: The Golden Age Arc III - The Advent,7.0
user_394,Inner Workings,6.6
user_122,About Time,10.0
user_495,Children of Paradise,7.2
user_575,Redeeming Love,7.0
user_955,Memoirs of a Geisha,7.7
user_495,Feast,9.6
user_868,Bring the Soul: The Movie,9.8
user_938,Strangers on a Train,7.8
user_887,Castle in the Sky,10.0
user_283,Misery,8.9
user_869,Deep Red,10.0
user_461,Mulholland Dr.,9.3
user_716,Big Fish,6.0
user_787,Steven Universe: The Movie,6.5
user_365,The Twilight Samurai,5.2
user_346,The Philadelphia Story,6.8
user_575,The Deer Hunter,7.1
user_25,The Passion of Joan of Arc,8.9
user_968,Strangers on a Train,5.5
user_803,Mulholland Drive,8.5
user_22,Apocalypse Now,9.0
user_315,A Street Cat Named Bob,10.0
user_624,The Sixth Sense,10.0
user_209,Mother,9.2
user_989,How to Train Your Dragon 2,8.5
user_284,Dangal,5.5
user_376,Death Note Relight 1: Visions of a God,9.6
user_915,Eddie Murphy: Delirious,7.4
user_495,Cowspiracy: The Sustainability Secret,9.4
user_739,Girl in the Basement,7.0
user_433,Kill Bill: Vol. 1,5.3
user_655,Elevator to the Gallows,8.8
user_45,Investigation of a Citizen Above Suspicion,7.3
user_648,Homecoming: A Film by Beyoncé,5.7
user_813,Anatomy of a Murder,9.0
user_944,Captain America: The Winter Soldier,7.9
user_513,Deep Red,6.9
user_530,Guardians of the Galaxy Vol. 3,8.9
user_545,Alien,6.7
user_679,No Manches Frida,7.3
user_809,Wonder,9.3
user_397,The Marquis of Grillo,10.0
user_284,Constantine: City of Demons - The Movie,5.1
user_348,Grand Illusion,9.1
user_204,A Brighter Summer Day,8.2
user_685,The Terminator,5.9
user_486,Wrath of Man,6.3
user_287,The Thin Blue Line,8.3
user_855,Dragon Ball Super: Super Hero,8.4
user_85,Notorious,8.1
user_762,Homecoming: A Film by Beyoncé,6.6
user_383,"Batman: The Dark Knight Returns, Part 1",7.2
user_328,Sherlock: The Abominable Bride,7.1
user_593,Reservoir Dogs,7.7
user_678,Marcel the Shell with Shoes On,9.5
user_187,Memoirs of a Geisha,6.2
user_564,Knives Out,9.3
user_406,Cries and Whispers,4.7
user_19,Koyaanisqatsi,7.4
user_273,Onward,7.5
user_799,Death Note Relight 1: Visions of a God,9.4
user_146,The Cove,8.3
user_273,"The Good, the Bad and the Ugly",6.9
user_44,Nosferatu,7.4
user_255,Seven Samurai,9.7
user_487,Soul,10.0
user_682,Vertigo,7.4
user_638,Luca,7.7
user_53,Incendies,7.1
user_558,Pulp Fiction,7.5
user_204,Puss in Boots: The Last Wish,7.2
user_498,Mulholland Dr.,8.2
user_492,The Third Man,8.9
user_688,Sword Art Online: The Movie – Ordinal Scale,9.7
user_116,Grand Illusion,6.3
user_74,Castaway on the Moon,10.0
user_815,American Beauty,9.6
user_80,Primal Fear,8.6
user_644,Descendants 3,9.0
user_609,Girl in the Basement,8.6
user_181,Dances with Wolves,7.7
user_135,Carlito's Way,9.2
user_211,Sleuth,7.5
user_999,Porco Rosso,9.5
user_100,V for Vendetta,9.5
user_480,Harvey,10.0
user_558,All the President's Men,10.0
user_770,High Noon,7.2
user_472,The Shining,9.0
user_256,Attack on Titan: Wings of Freedom,5.8
user_905,The Tenant,6.3
user_66,Cobain: Montage of Heck,6.5
user_934,Justice League Dark: Apokolips War,5.6
user_534,Hotel Rwanda,8.9
user_419,Attack on Titan: Wings of Freedom,5.9
user_549,Faust,8.7
user_45,Time of the Gypsies,9.6
user_182,Rebecca,8.3
user_309,Rurouni Kenshin Part III: The Legend Ends,6.8
user_357,Winter on Fire: Ukraine's Fight for Freedom,5.1
user_127,Se7en,8.3
user_432,Justice League: The Flashpoint Paradox,6.7
user_535,El Infierno,9.4
user_360,La luna,5.7
user_509,Incendies,8.0
user_971,Oldboy,7.9
user_142,Fail Safe,7.1
user_280,Braveheart,8.9
user_348,Wolfwalkers,8.6
user_862,The Outlaws,6.4
user_273,The Martian,10.0
user_417,New Gods: Nezha Reborn,7.1
user_248,The General,8.1
user_87,How to Train Your Dragon: The Hidden World,9.2
user_770,1917,9.8
user_192,The Graduate,9.1
user_364,Scooby-Doo on Zombie Island,8.5
user_922,My Policeman,7.5
user_294,Mulholland Dr.,7.9
user_633,Oppenheimer,8.5
user_514,La Maison en Petits Cubes,6.2
user_468,The Hidden Fortress,7.1
user_90,Descendants 3,8.5
user_581,The Pianist,8.0
user_283,"ariana grande: excuse me, i love you",6.4
user_515,Do the Right Thing,9.8
user_113,Andrei Rublev,7.6
user_956,The Black Phone,9.8
user_102,New Gods: Nezha Reborn,6.0
user_142,Se7en,7.2
user_733,Terminator 2: Judgment Day,6.7
user_999,Knockin' on Heaven's Door,7.8
user_118,The Treasure of the Sierra Madre,7.6
user_528,The Truman Show,7.1
user_394,Kwaidan,10.0
user_125,"Three Billboards Outside Ebbing, Missouri",7.2
user_917,Scooby-Doo! Camp Scare,7.6
user_245,Diabolique,8.5
user_954,My Hero Academia: Two Heroes,8.9
user_35,Innocent Voices,6.4
user_940,Kagemusha,5.5
user_165,Wolf Children,6.2
user_693,Jiro Dreams of Sushi,7.6
user_223,The Deer Hunter,9.8
user_550,Descendants 3,8.0
user_627,White Heat,6.7
user_78,The Godfather,9.3
user_813,Trainspotting,9.0
user_808,Klaus,9.2
user_295,Taxi Driver,9.7
user_913,Memoirs of a Geisha,8.9
user_644,The Handmaiden,6.7
user_826,Interstella 5555,9.2
user_244,The Untouchables,7.6
user_992,Avengers: Infinity War,8.3
user_239,Fantastic Mr. Fox,7.5
user_65,Teen Titans: Trouble in Tokyo,9.1
user_777,La Notte,10.0
user_314,We Bare Bears: The Movie,7.1
user_93,Harry Potter and the Deathly Hallows: Part 1,9.4
user_553,Twin Peaks,9.0
user_523,Victoria,9.3
user_555,Gone Girl,7.3
user_685,Constantine: City of Demons - The Movie,4.8
user_574,My Little Pony: A New Generation,10.0
user_67,"The Gangster, the Cop, the Devil",7.9
user_391,Harry Potter and the Chamber of Secrets,8.6
user_669,Nausicaä of the Valley of the Wind,7.6
user_878,The General,6.7
user_358,Andrei Rublev,9.5
user_872,Batman: Under the Red Hood,10.0
user_285,Kill Bill: Vol. 1,8.2
user_621,Redeeming Love,7.9
user_417,The Traitor,8.7
user_468,Mary and Max,8.5
user_622,The Killer,6.4
user_96,Spirit: Stallion of the Cimarron,6.7
user_353,Death Note Relight 1: Visions of a God,7.0
user_981,Sherlock: The Abominable Bride,7.7
user_649,Shrek,8.2
user_129,Mirror,7.4
user_346,Tae Guk Gi: The Brotherhood of War,9.9
user_343,Investigation of a Citizen Above Suspicion,7.3
user_90,Rascal Does Not Dream of a Dreaming Girl,8.3
user_52,Constantine: City of Demons - The Movie,10.0
user_915,Breakfast at Tiffany's,9.2
user_628,Brazil,4.8
user_886,My Way,7.3
user_904,Avatar: The Way of Water,9.2
user_759,The Super Mario Bros. Movie,7.6
user_985,"Miraculous: Ladybug & Cat Noir, The Movie",9.8
user_183,Harvey,7.4
user_504,Zootopia,10.0
user_790,Back to the Future,7.6
user_947,Waltz with Bashir,8.1
user_27,Rio Bravo,8.6
user_867,Maquia: When the Promised Flower Blooms,7.8
user_630,The Dawn Wall,9.2
user_142,Teen Titans: Trouble in Tokyo,10.0
user_388,Rebecca,8.0
user_680,Fantastic Planet,5.1
user_548,The Shadow in My Eye,7.4
user_375,Freaks,9.3
user_51,The Boy and the Beast,8.4
user_165,High Noon,9.4
user_541,Lawrence of Arabia,5.0
user_978,My Octopus Teacher,8.7
user_55,The Night of the Hunter,8.8
user_83,Home,10.0
user_827,The Greatest Showman,7.4
user_991,Avicii: True Stories,10.0
user_321,Klaus,7.2
user_584,Cobain: Montage of Heck,9.0
user_245,Manhattan,6.0
user_666,The Pianist,9.4
user_999,Sing Street,7.4
user_234,La Dolce Vita,6.2
user_389,Rich in Love,5.8
user_232,The Warriors,7.6
user_567,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,8.0
user_968,Dear Zachary: A Letter to a Son About His Father,6.2
user_683,Dear Zachary: A Letter to a Son About His Father,9.8
user_510,Dances with Wolves,8.6
user_400,The Woman King,9.8
user_922,The Thing,6.4
user_113,Fantastic Planet,6.1
user_547,The Searchers,7.4
user_886,Girl in the Basement,8.9
user_640,Once Upon a Time in the West,10.0
user_438,High Noon,7.9
user_559,The Witch: Part 1. The Subversion,5.8
user_64,A Fistful of Dollars,9.8
user_666,In the Heat of the Night,8.4
user_8,The Greatest Beer Run Ever,8.5
user_732,Trainspotting,8.4
user_13,Bound by Honor,8.1
user_870,Stagecoach,10.0
user_567,Steven Universe: The Movie,7.6
user_676,Selena,7.1
user_375,Puss in Boots: The Last Wish,8.9
user_887,Girl in the Basement,7.4
user_877,Guillermo del Toro's Pinocchio,7.1
user_727,Violet Evergarden: Eternity and the Auto Memory Doll,8.4
user_269,The King's Speech,9.7
user_858,Rurouni Kenshin Part III: The Legend Ends,7.2
user_519,Planet of the Apes,8.6
user_418,Bohemian Rhapsody,10.0
user_734,The Sound of Music,8.1
user_998,Rio Bravo,8.0
user_72,Solaris,7.1
user_720,Kagemusha,6.4
user_771,Pink Floyd: The Wall,8.9
user_912,Death Note Relight 1: Visions of a God,5.5
user_561,What Ever Happened to Baby Jane?,6.1
user_273,The Princess Bride,9.1
user_713,Little Miss Sunshine,5.7
user_331,Lilya 4-ever,8.5
user_472,Mulholland Dr.,7.7
user_751,Avatar: The Way of Water,4.8
user_488,They Shall Not Grow Old,5.9
user_632,Dances with Wolves,9.6
user_556,Fabricated City,6.1
user_871,Jurassic Park,6.2
user_174,Touch of Evil,7.5
user_166,Marriage Italian Style,8.0
user_210,Raiders of the Lost Ark,5.3
user_776,High and Low,8.9
user_946,Schindler's List,9.5
user_607,All About My Mother,9.3
user_305,Paths of Glory,8.2
user_287,The Hateful Eight,8.4
user_828,The 400 Blows,6.4
user_160,Twin Peaks,7.6
user_810,The Seven Deadly Sins: Cursed by Light,7.7
user_408,One Piece: Stampede,7.3
user_701,Stalag 17,10.0
user_797,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,9.0
user_233,Pink Floyd: The Wall,9.2
user_798,Regular Show: The Movie,5.7
user_71,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,6.9
user_545,All the Bright Places,5.8
user_239,Death Note Relight 1: Visions of a God,8.3
user_239,To Live,7.8
user_7,The Gentlemen,9.5
user_516,The Searchers,6.9
user_373,Gran Turismo,6.8
user_268,Alien,5.4
user_296,It Happened One Night,9.7
user_829,Eternal Sunshine of the Spotless Mind,6.2
user_435,One Direction: This Is Us,6.6
user_960,The Postman,7.5
user_842,The Great Escape,5.6
user_701,We Bare Bears: The Movie,9.4
user_19,Spider-Man: Across the Spider-Verse,7.7
user_139,The Phantom Carriage,7.0
user_849,Rurouni Kenshin: The Final,7.0
user_606,Spirit: Stallion of the Cimarron,8.1
user_214,A Charlie Brown Christmas,8.9
user_653,The Green Mile,8.2
user_995,Free Solo,8.3
user_11,The Sting,5.7
user_120,Mustang,7.2
user_8,Downfall,8.1
user_929,The Searchers,9.0
user_364,Harry Potter and the Order of the Phoenix,10.0
user_696,Out of the Clear Blue Sky,8.8
user_663,Kill Bill: Vol. 2,10.0
user_922,Just Mercy,7.4
user_404,"Miraculous World: New York, United HeroeZ",5.9
user_339,Soul,6.9
